ms_subclass,lot_frontage,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,overall_qual,mas_vnr_area,exter_qual,foundation,bsmt_exposure,heating_qc,central_air,kitchen_qual,functional,fireplaces,garage_finish,garage_cars,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,sale_price,total_sq_ft,total_bathroom,ga_oq_sf,lf_sf,op_sf3,op_oq3,oc_sf,kq_f_lf,pd_oq,gq_sf
160,3.091042453358316,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,BrDale,Norm,Twnhs,6,5.4510384535657,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.0,1,1.0,1.0986122886681098,1.0986122886681098,0.0,0.0,7,11.355113089309977,7.293697720601438,1.5,14.660726681611775,10.337572510881479,0.0,0.0,8.902591637374087,0.0,2.5649493574615367,2940.0
20,4.174387269895637,None,1.0986122886681098,Lvl,1.3862943611198906,Inside,1.0986122886681098,CollgCr,Norm,1Fam,7,0.0,1.3862943611198906,PConc,1.0986122886681098,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,4.663439094112067,4.07753744390572,2,12.120520203776788,7.790282380703483,2.0,16.184668195816386,11.94875810969479,27.430048687711757,9.89822372286103,9.399389249519563,0.0,2.70805020110221,4832.0
70,4.795790545596741,None,1.3862943611198906,Bnk,1.3862943611198906,FR2,1.0986122886681098,SawyerW,Feedr,1Fam,5,0.0,1.3862943611198906,PConc,0.0,1.3862943611198906,Y,1.0986122886681098,1.3862943611198906,0.6931471805599453,1,2.0,1.0986122886681098,0.6931471805599453,0.0,0.0,6,11.782960235741939,7.6093665379542115,1.0,15.574416374554481,12.396366505562646,0.0,0.0,9.554851637414007,5.484796933490655,1.791759469228055,4032.0
160,3.2188758248682006,Pave,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Somerst,Norm,Twnhs,8,6.124683390894205,1.3862943611198906,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,5.135798437050262,0.0,12,12.206077645517674,7.850882664809852,3.5,16.10372092790077,11.02856324274558,0.0,0.0,9.460009002229748,0.0,2.833213344056216,5134.0
20,4.31748811353631,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,CollgCr,Norm,1Fam,7,0.0,1.3862943611198906,PConc,1.0986122886681098,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,3.9318256327243257,6,12.170450649220749,7.905810312658931,2.0,16.264810841636947,12.209511725111007,27.628347952610007,9.749811759932081,9.514953305087944,0.0,2.70805020110221,5424.0
20,4.543294782270004,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Mitchel,Norm,1Fam,5,0.0,1.0986122886681098,PConc,1.0986122886681098,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,3,12.063938642041201,7.95892649305011,2.0,16.00416529668484,12.491180156641265,0.0,0.0,9.568084743872936,0.0,2.3978952727983707,5720.0
70,3.5553480614894135,Grvl,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,OldTown,Norm,1Fam,5,0.0,1.0986122886681098,BrkTil,0.6931471805599453,0.6931471805599453,N,1.0986122886681098,1.6094379124341003,0.0,1,3.0,0.6931471805599453,1.0986122886681098,0.0,0.0,5,11.49273296168228,7.585281078639126,1.0,15.434487033318446,11.111148547119075,0.0,0.0,9.194312610898985,0.0,2.3978952727983707,1968.0
20,4.394449154672439,None,1.3862943611198906,Lvl,1.3862943611198906,Corner,1.0986122886681098,Sawyer,Feedr,1Fam,5,0.0,1.0986122886681098,PConc,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,4.394449154672439,6,11.842236406331555,7.715569534520208,2.0,15.498347805814095,12.09715581366957,27.527397445571307,9.210440366976517,9.506957408485542,0.0,2.3978952727983707,4484.0
20,4.276666119016055,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Sawyer,Norm,1Fam,6,5.003946305945459,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,4.9344739331306915,0.0,4,11.874097282798648,7.57353126274595,1.5,15.633873171278143,11.83570437445944,0.0,0.0,9.182557990963732,4.962844630259907,2.5649493574615367,3890.0
60,4.290459441148391,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Somerst,Norm,1Fam,7,0.0,1.0986122886681098,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,5.135798437050262,3.828641396489095,6,12.279327754099118,7.742402021815782,2.5,16.107873078050645,12.018640049599663,27.032566189234196,9.64445772265751,9.351492651732066,0.0,2.70805020110221,4606.0
20,4.700480365792417,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Sawyer,Norm,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,5,11.767575435251748,7.489412083508719,1.0,15.207538699502614,12.180205968996377,0.0,0.0,9.098402718735318,5.389071729816501,2.3978952727983707,3576.0
120,3.713572066704308,None,1.0986122886681098,Lvl,1.3862943611198906,Inside,1.0986122886681098,StoneBr,Norm,TwnhsE,8,0.0,1.3862943611198906,PConc,0.6931471805599453,1.3862943611198906,Y,1.3862943611198906,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,5.3612921657094255,4.0943445622221,10,12.535379989788607,8.058643712215618,3.0,16.35037502328478,11.747214672056005,28.25251936364913,10.315895172210867,9.6678285081515,4.795790545596741,2.833213344056216,6320.0
60,4.6443908991413725,None,1.0986122886681098,Lvl,1.3862943611198906,Corner,1.0986122886681098,NridgHt,Norm,1Fam,8,5.722277057292366,1.3862943611198906,PConc,1.0986122886681098,1.3862943611198906,Y,1.3862943611198906,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,5.497168225293202,4.962844630259907,7,12.74878639539024,8.149890544402423,2.5,16.5834133810069,12.784333528334436,29.404632264809894,11.194165436947586,9.75909741657673,5.736572297479192,2.833213344056216,6924.0
20,4.225372824628505,None,1.0986122886681098,Lvl,1.3862943611198906,Inside,1.0986122886681098,Gilbert,Norm,1Fam,6,0.0,1.0986122886681098,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,2,2.0,1.0986122886681098,1.0986122886681098,6.182084906716632,3.091042453358316,3,12.128116509451258,7.764720544771477,3.0,15.596310355459327,11.974947324474305,26.337410457078622,8.420021279663963,9.710266814873172,0.0,2.5649493574615367,4710.0
190,4.61512051684126,None,1.3862943611198906,Bnk,1.3862943611198906,Inside,1.0986122886681098,Gilbert,Norm,2fmCon,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,N,1.0986122886681098,1.6094379124341003,0.0,2,2.0,1.0986122886681098,1.0986122886681098,5.579729825986222,0.0,1,11.884495917930655,7.655864017616056,2.0,15.61396771419418,12.260565565651518,0.0,0.0,9.264923249746474,0.0,2.3978952727983707,4224.0
20,4.532599493153256,None,1.0986122886681098,Lvl,1.3862943611198906,Corner,1.0986122886681098,NAmes,Norm,1Fam,6,1.3862943611198906,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,0.0,3.912023005428146,4,12.141539457711714,7.9748769005588755,3.0,16.039169428116907,12.496325161559477,27.815418830502143,9.267193183568965,9.766349664317493,5.220355825078324,2.5649493574615367,5812.0
20,4.189654742026425,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Sawyer,RRAe,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,1.0,1.0986122886681098,1.0986122886681098,6.0330862217988015,4.976733742420574,4,11.83863282480007,7.489412083508719,2.0,14.915402361037922,11.6632488299631,27.436372166777595,9.798182590890704,9.56836440548421,4.875197323201151,2.3978952727983707,3576.0
50,4.338597076746545,Grvl,1.0986122886681098,HLS,1.3862943611198906,Inside,1.0986122886681098,Crawfor,Norm,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.3862943611198906,0.6931471805599453,1,1.0,1.0986122886681098,1.0986122886681098,0.0,3.713572066704308,7,12.19602736016897,7.9658927350845286,2.0,15.055622698257894,12.29100644919147,27.585516173504956,8.517393171418904,9.757362911053992,5.025195445427586,2.3978952727983707,5760.0
190,4.330733340286331,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,IDOTRR,Feedr,2fmCon,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,0.6931471805599453,N,1.0986122886681098,1.6094379124341003,0.0,0,0.0,0.0,0.0,0.0,0.0,6,11.691916481667727,7.989221408815276,2.0,0.0,12.306374889675654,0.0,0.0,9.780698256443507,0.0,0.0,0.0
50,4.110873864173311,None,1.3862943611198906,Lvl,1.3862943611198906,Corner,1.0986122886681098,NAmes,Artery,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,7,11.719134432217524,7.3758821482150125,1.0,15.340801568697506,11.46961078295093,0.0,0.0,9.321255432547337,4.795790545596741,2.3978952727983707,3192.0
20,4.394449154672439,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NWAmes,PosN,1Fam,8,0.0,1.3862943611198906,PConc,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,6.163314804034641,4.795790545596741,7,12.535379989788607,8.526945482858915,3.5,16.901454993027397,12.908776515120074,30.367733955445257,11.025832643730768,10.136224935521659,5.081404364984463,2.833213344056216,10096.0
70,4.449685283147696,None,1.0986122886681098,HLS,1.3862943611198906,Corner,1.0986122886681098,Crawfor,Norm,1Fam,8,0.0,1.0986122886681098,PConc,0.6931471805599453,0.6931471805599453,Y,1.0986122886681098,1.6094379124341003,1.0986122886681098,1,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,6,12.345838935721968,7.745002803515839,1.0,15.815476033482279,12.182509195196086,0.0,0.0,9.690541826198364,5.827179352800126,2.833213344056216,4618.0
120,3.4339872044851463,None,1.0986122886681098,Lvl,1.3862943611198906,CulDSac,1.0986122886681098,Veenker,Norm,TwnhsE,8,0.0,1.3862943611198906,PConc,1.0986122886681098,1.3862943611198906,Y,1.3862943611198906,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,0.0,3.4339872044851463,4,12.506180941677357,8.002694162283937,2.5,16.25766844501128,11.403568083586686,27.40827602042153,9.639587108749145,9.611864390851085,4.51085950651685,2.833213344056216,5976.0
20,4.110873864173311,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NAmes,Norm,1Fam,6,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,0.0,0.0,3.8918202981106265,4,11.736077016252437,7.5480289699350145,1.0,15.35541852614223,11.641855035434437,26.513706059355847,9.246575864558277,9.339349052539717,0.0,0.0,3792.0
20,4.382026634673881,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,CollgCr,Norm,1Fam,8,5.820082930352362,1.3862943611198906,PConc,1.3862943611198906,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,3.0,1.0986122886681098,1.0986122886681098,5.342334251964811,3.8066624897703196,9,12.601490784782536,8.138564737261632,3.0,16.934308997941258,12.50772418898273,28.199007549509385,10.022558647177142,9.747768977536708,5.0689042022202315,2.833213344056216,6846.0
20,4.394449154672439,None,1.0986122886681098,HLS,1.3862943611198906,Inside,1.0986122886681098,NAmes,Norm,1Fam,6,4.418840607796598,1.0986122886681098,CBlock,1.3862943611198906,0.6931471805599453,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,1.0,1.0986122886681098,1.0986122886681098,0.0,3.367295829986474,4,11.63956692643747,7.172424577124845,1.0,14.914059177938908,11.553693058010749,24.84717497849693,8.707648248106914,8.963544291996744,5.081404364984463,2.5649493574615367,2604.0
160,3.7376696182833684,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,MeadowV,Norm,TwnhsE,5,0.0,1.0986122886681098,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,1.0,1.0986122886681098,1.0986122886681098,4.653960350157523,3.295836866004329,7,11.751950239425476,7.711101251840158,2.0,15.137202662582204,11.424236317674435,26.390056508528545,8.086717920303906,9.502487461387123,4.418840607796598,2.3978952727983707,4464.0
20,4.663439094112067,None,1.0986122886681098,Lvl,1.3862943611198906,Inside,1.0986122886681098,NWAmes,Norm,1Fam,6,6.175867270105761,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,0.0,4.812184355372417,1,12.154784614286667,8.213110697596676,2.0,16.307218112417964,12.866802517208527,29.442539798762873,10.179337399481271,10.004644244495866,5.351858133476067,2.5649493574615367,7376.0
20,4.394449154672439,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NWAmes,Norm,1Fam,7,5.771441123130016,1.0986122886681098,CBlock,0.6931471805599453,0.6931471805599453,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,9,12.075400019877522,7.818027938530729,1.5,16.032631984737147,12.19965710992071,0.0,0.0,9.609452006112171,5.081404364984463,2.70805020110221,4968.0
20,4.110873864173311,None,0.6931471805599453,Lvl,1.3862943611198906,Inside,1.0986122886681098,CollgCr,Norm,1Fam,5,0.0,1.0986122886681098,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,1.0,1.0986122886681098,1.0986122886681098,5.54907608489522,0.0,7,11.891368749982085,7.591357046698551,2.0,15.150932851757512,11.685205103383671,0.0,0.0,9.536834420213353,0.0,2.3978952727983707,3960.0
20,4.330733340286331,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Edwards,Norm,1Fam,5,0.0,1.3862943611198906,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.0,2,1.0,1.0986122886681098,1.0986122886681098,6.602587892189336,4.23410650459726,6,11.901590234400047,7.829232537543592,2.5,15.058673594209713,12.14632794896594,27.7060112879413,9.04793908261736,9.62066034281053,0.0,2.3978952727983707,5024.0
20,4.68213122712422,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NridgHt,Norm,1Fam,10,6.09852361940139,1.6094379124341003,PConc,1.3862943611198906,1.3862943611198906,Y,1.3862943611198906,1.6094379124341003,0.6931471805599453,2,3.0,1.0986122886681098,1.0986122886681098,5.37989735354046,5.438079308923196,9,13.049794835104816,8.331586243630754,3.5,17.379166895659164,13.004176510218969,30.427758278091474,12.34148164933907,9.940831505676549,5.7745515455444085,3.044522437723423,8304.0
85,4.32280727501391,None,1.0986122886681098,Lvl,1.3862943611198906,Corner,1.0986122886681098,Mitchel,Norm,1Fam,5,4.653960350157523,1.0986122886681098,PConc,1.0986122886681098,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,2,2.0,1.0986122886681098,1.0986122886681098,5.717027701406222,3.4339872044851463,7,12.016732516077072,7.699842407396986,2.0,15.709084914532458,12.00885143818155,26.499365600435464,8.229777750081887,9.491224389926964,5.00930107108312,2.3978952727983707,4414.0
50,4.406719247264253,Grvl,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,OldTown,Norm,1Fam,5,5.817111159963204,1.0986122886681098,BrkTil,0.6931471805599453,1.3862943611198906,N,1.0986122886681098,1.6094379124341003,0.0,1,1.0,0.6931471805599453,1.0986122886681098,0.0,0.0,11,11.78676973513378,7.953669778649798,2.0,15.426387634305023,12.347771840653687,0.0,0.0,9.56282655529346,0.0,2.3978952727983707,2845.0
20,4.2626798770413155,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Sawyer,Norm,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,1.0,1.0986122886681098,1.0986122886681098,0.0,0.0,2,11.771443882099637,7.640603826393634,2.0,15.2002038881178,11.888625282853006,0.0,0.0,9.249657234353133,0.0,2.3978952727983707,4160.0
70,4.61512051684126,None,1.0986122886681098,HLS,1.3862943611198906,Inside,1.0986122886681098,Crawfor,Norm,1Fam,8,3.713572066704308,1.0986122886681098,PConc,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,1.0986122886681098,2,2.0,0.6931471805599453,1.0986122886681098,0.0,0.0,6,12.457130929897918,7.8168199657645525,1.5,16.562815381901235,12.42159120030458,0.0,0.0,9.608243627877057,5.993961427306569,2.833213344056216,2481.0
50,4.110873864173311,Grvl,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Edwards,Norm,1Fam,5,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.3862943611198906,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,4.23410650459726,7,11.669937760751914,7.859026979751538,2.0,15.96031852016589,11.952991657801547,27.79542967203933,9.04793908261736,9.46815584482167,0.0,2.3978952727983707,5176.0
70,4.110873864173311,None,1.3862943611198906,HLS,1.3862943611198906,Inside,1.0986122886681098,Crawfor,Norm,1Fam,7,0.0,1.0986122886681098,BrkTil,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,1.0,1.0986122886681098,0.6931471805599453,0.0,0.0,2,11.91170829631447,7.731492029245684,1.5,15.275385484326165,11.825405022561844,0.0,0.0,9.522885774152654,4.795790545596741,2.0794415416798357,4556.0
20,4.394449154672439,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NAmes,Norm,1Fam,5,4.709530201312334,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.0,1,1.0,1.0986122886681098,1.0986122886681098,0.0,0.0,2,11.759793355371237,7.659171367666058,2.0,14.902927410957819,12.040732091933748,0.0,0.0,9.26823185039196,0.0,2.3978952727983707,4238.0
160,3.6109179126442243,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,NridgHt,Norm,Twnhs,7,4.672828834461906,1.3862943611198906,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,3.332204510175204,10,11.951186847493476,7.779466967458324,2.5,15.886166241779025,11.362579205815289,26.63298280078371,9.133675287040697,9.388570235866881,0.0,2.70805020110221,4780.0
160,3.8066624897703196,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,Somerst,Norm,TwnhsE,6,6.2422232654551655,1.3862943611198906,PConc,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,1,2.0,1.0986122886681098,1.0986122886681098,0.0,3.4965075614664802,6,12.019749091416921,7.732369222284388,2.5,15.610465084223868,11.516130323919139,26.661528068647822,8.841158975945264,9.34145634983372,0.0,2.5649493574615367,4560.0
50,4.189654742026425,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,SWISU,Norm,1Fam,4,0.0,1.0986122886681098,BrkTil,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.3862943611198906,1.0986122886681098,1,2.0,1.0986122886681098,1.0986122886681098,6.068425588244111,3.8066624897703196,12,11.813037464800539,8.04044688130311,3.0,15.782526826137751,12.214516892312837,27.904563627264164,7.943427767876373,9.138844370271112,5.564520407322694,2.1972245773362196,6206.0
60,4.394449154672439,None,1.0986122886681098,Lvl,1.3862943611198906,Inside,1.0986122886681098,NWAmes,RRAn,1Fam,7,5.220355825078324,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,1.0986122886681098,1,2.0,1.0986122886681098,1.0986122886681098,0.0,4.727387818712341,7,12.429220196836383,8.337348564497175,4.5,16.61807359077025,12.719138757526895,29.72982625998264,10.55625534894273,9.946594933570061,5.771441123130016,2.70805020110221,8352.0
160,3.091042453358316,None,1.3862943611198906,Lvl,1.3862943611198906,Inside,1.0986122886681098,MeadowV,Norm,Twnhs,4,0.0,1.0986122886681098,CBlock,0.6931471805599453,1.3862943611198906,Y,1.0986122886681098,1.6094379124341003,0.0,0,0.0,0.0,1.0986122886681098,5.303304908059076,3.295836866004329,3,11.23850177707664,7.40184157874383,1.5,0.0,10.445782773171514,25.461790331269277,7.417580402414544,9.347228624038305,0.0,2.1972245773362196,0.0
20,4.330733340286331,None,1.3862943611198906,Lvl,1.3862943611198906,Corner,1.0986122886681098,NAmes,Norm,1Fam,6,6.259581464064923,1.0986122886681098,CBlock,0.6931471805599453,1.0986122886681098,Y,1.0986122886681098,1.6094379124341003,0.6931471805599453,1,2.0,1.0986122886681098,1.0986122886681098,0.0,0.0,6,11.951186847493476,7.491087593534876,1.5,15.273753651041426,11.808024960199871,0.0,0.0,9.282381924841154,5.017279836814924,2.5649493574615367,3582.0
